"","id","site","year","trt","hatch","alive","yday"
"546","119r15","119",2015,0,199,1,204
"547","119r15","119",2015,0,199,1,205
"548","119r15","119",2015,0,199,1,206
"549","119r15","119",2015,0,199,1,207
"550","119r15","119",2015,0,199,1,208
"551","119r15","119",2015,0,199,1,209
"552","119r15","119",2015,0,199,1,210
"553","119r15","119",2015,0,199,1,211
"554","119r15","119",2015,0,199,1,212
"555","119r15","119",2015,0,199,1,213
"556","119r15","119",2015,0,199,1,214
"557","119r15","119",2015,0,199,1,215
"558","119r15","119",2015,0,199,1,216
"559","119r15","119",2015,0,199,1,217
"560","119r15","119",2015,0,199,1,218
"561","119r15","119",2015,0,199,1,219
"562","119r15","119",2015,0,199,1,220
"563","119r15","119",2015,0,199,1,221
"564","119r15","119",2015,0,199,1,222
"565","119r15","119",2015,0,199,1,223
"566","119r15","119",2015,0,199,1,224
"567","119r15","119",2015,0,199,1,225
"568","119r15","119",2015,0,199,1,226
"569","119r15","119",2015,0,199,1,227
"570","119r15","119",2015,0,199,1,228
"571","12b14","12",2014,0,184,1,184
"572","12b14","12",2014,0,184,1,185
"573","12b14","12",2014,0,184,1,186
"574","12b14","12",2014,0,184,1,187
"575","12b14","12",2014,0,184,1,188
"576","12b14","12",2014,0,184,1,189
"577","12b14","12",2014,0,184,1,190
"578","12b14","12",2014,0,184,1,191
"579","12b14","12",2014,0,184,1,192
"580","12b14","12",2014,0,184,1,193
"581","12b14","12",2014,0,184,1,194
"582","12b14","12",2014,0,184,1,195
"583","12b14","12",2014,0,184,1,196
"584","12b14","12",2014,0,184,1,197
"585","12b14","12",2014,0,184,1,198
"586","12b14","12",2014,0,184,1,199
"587","12b14","12",2014,0,184,1,200
"588","12b14","12",2014,0,184,1,201
"589","12b14","12",2014,0,184,1,202
"590","12b14","12",2014,0,184,1,203
"591","12b14","12",2014,0,184,1,204
"592","12b14","12",2014,0,184,1,205
"593","12b14","12",2014,0,184,1,206
"594","12b14","12",2014,0,184,1,207
"595","12b14","12",2014,0,184,1,208
"596","12b14","12",2014,0,184,1,209
"597","12b14","12",2014,0,184,1,210
"598","12b14","12",2014,0,184,1,211
"599","12b14","12",2014,0,184,1,212
"600","12b14","12",2014,0,184,1,213
"601","12b15","12",2015,1,192,1,192
"602","12b15","12",2015,1,192,1,193
"603","12b15","12",2015,1,192,1,194
