ind,nest,chick,treatment,survival,brood,hatch,sex,year,cond,asynchrony,july,age,weight,tarsus,headbill,culmen,tc,tarsusratio,runt2,runt3,runt4,runt,c,y
20b15,20,blue,1,1,3,2,m,2015,w,0,14,5,52,16,NA,NA,NA,NA,1,0,0,0,b,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,9,129,27,NA,NA,NA,NA,1,0,0,0,b,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,15,324,38,NA,NA,NA,NA,1,0,0,0,b,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,20,465,39.5,NA,NA,NA,NA,1,0,0,0,b,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,26,589,43.5,NA,NA,NA,NA,1,0,0,0,b,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,30,578,43,NA,NA,NA,NA,1,0,0,0,b,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,4,53,15,NA,NA,NA,NA,1,0,0,0,g,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,11,193,31,NA,NA,NA,NA,1,0,0,0,g,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,15,300,42,NA,NA,NA,NA,1,0,0,0,g,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,20,397,44,NA,NA,NA,NA,1,0,0,0,g,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,26,524,47,NA,NA,NA,NA,1,0,0,0,g,15
30g15,30,green,1,1,3,2,m,2015,w,0,16,30,569,49.5,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,2,35,NA,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,6,59,19.5,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,12,150,27.5,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,15,230,34.5,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,21,350,41,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,25,325,41,NA,NA,NA,NA,1,0,0,0,g,15
85g15,85,green,0,1,3,2,m,2015,w,0,14,31,447,43,NA,NA,NA,NA,1,0,0,0,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,1,33,NA,NA,NA,NA,NA,1,0,0,1,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,5,79,17,NA,NA,NA,NA,1,0,0,1,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,10,208,29,NA,NA,NA,NA,1,0,0,1,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,15,374,43,NA,NA,NA,NA,1,0,0,1,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,21,510,44,NA,NA,NA,NA,1,0,0,1,g,15
33g15,33,green,1,1,2,2,m,2015,w,0,13,30,560,45,NA,NA,NA,NA,1,0,0,1,g,15
130r15,130,red,1,0,4,2,u,2015,w,0,13,5,73,NA,NA,NA,NA,NA,1,0,0,0,r,15
67r15,67,red,0,0,4,2,u,2015,w,0,14,5,71,19.25,NA,NA,NA,NA,1,0,0,0,r,15
67r15,67,red,0,0,4,2,u,2015,w,0,14,10,175,30,NA,NA,NA,NA,1,0,0,0,r,15
35g15,35,green,0,0,4,2,u,2015,w,0,18,5,64,18.5,NA,NA,NA,NA,1,0,0,0,g,15
35g15,35,green,0,0,4,2,u,2015,w,0,18,10,147,29.5,NA,NA,NA,NA,1,0,0,0,g,15
75b15,75,blue,0,0,3,3,u,2015,w,3,17,1,31,13.9,NA,NA,NA,NA,1,1,0,1,b,15
75b15,75,blue,0,0,3,3,u,2015,w,3,17,6,98,21,NA,NA,NA,NA,1,1,0,1,b,15
85b15,85,blue,0,0,3,3,u,2015,w,3,17,3,33,15.5,NA,NA,NA,NA,1,1,0,1,b,15
85b15,85,blue,0,0,3,3,u,2015,w,3,17,9,51,20,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,6,56,19,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,9,147,24,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,14,333,39.5,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,18,545,NA,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,18,662,49.5,NA,NA,NA,NA,1,1,0,1,b,15
4b15,4,blue,1,1,3,3,f,2015,w,2,13,18,662,50.5,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,3,51,16,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,9,206,29,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,14,331,40,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,20,632,47,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,24,718,52,NA,NA,NA,NA,1,1,0,1,b,15
59b15,59,blue,1,1,3,3,f,2015,w,2,20,28,828,52,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,4,66,18,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,11,316,37.5,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,15,459,42,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,19,655,52,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,26,807,52,NA,NA,NA,NA,1,1,0,1,b,15
72b15,72,blue,1,1,3,3,f,2015,w,2,16,30,854,52,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,3,46,17.3,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,6,153,29,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,13,307,39.5,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,17,417,44,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,23,599,44.5,NA,NA,NA,NA,1,1,0,1,b,15
95b15,95,blue,1,1,3,3,m,2015,w,2,14,27,580,49,NA,NA,NA,NA,1,1,0,1,b,15
53b15,53,blue,0,0,4,3,u,2015,w,2,19,8,102,23.5,NA,NA,NA,NA,1,1,0,0,b,15
53b15,53,blue,0,0,4,3,u,2015,w,2,19,12,228,33,NA,NA,NA,NA,1,1,0,0,b,15
30b15,30,blue,1,0,3,3,u,2015,w,2,18,2,37,15,NA,NA,NA,NA,1,1,0,1,b,15
30b15,30,blue,1,0,3,3,u,2015,w,2,18,9,139,26.5,NA,NA,NA,NA,1,1,0,1,b,15
30b15,30,blue,1,0,3,3,u,2015,w,2,18,13,235,36.5,NA,NA,NA,NA,1,1,0,1,b,15
30b15,30,blue,1,0,3,3,u,2015,w,2,18,18,239,39,NA,NA,NA,NA,1,1,0,1,b,15
1b15,1,blue,0,0,3,3,u,2015,w,2,17,5,49,15,NA,NA,NA,NA,1,1,0,1,b,15
1b15,1,blue,0,0,3,3,u,2015,w,2,17,10,139,27,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,3,43,18,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,8,127,29,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,14,353,39,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,21,552,47,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,21,621,46,NA,NA,NA,NA,1,1,0,1,b,15
8b15,8,blue,1,NA,3,3,m,2015,w,1,14,21,628,NA,NA,NA,NA,NA,1,1,0,1,b,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,2,33,12.7,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,6,58,19.5,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,11,139,29.5,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,15,290,38,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,19,467,52,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,25,582,46.5,NA,NA,NA,NA,1,1,0,1,g,15
12g15,12,green,1,1,3,3,m,2015,w,1,11,33,558,45,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,3,37,10,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,4,44,14.25,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,8,113,24,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,14,299,34,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,19,435,43,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,25,588,41,NA,NA,NA,NA,1,1,0,1,g,15
20g15,20,green,1,1,3,3,m,2015,w,1,15,29,570,42,NA,NA,NA,NA,1,1,0,1,g,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,2,32,15,NA,NA,NA,NA,1,1,0,1,b,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,7,68,23.5,NA,NA,NA,NA,1,1,0,1,b,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,13,201,29.5,NA,NA,NA,NA,1,1,0,1,b,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,20,396,39,NA,NA,NA,NA,1,1,0,1,b,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,23,574,43,NA,NA,NA,NA,1,1,0,1,b,15
39b15,39,blue,0,1,3,3,m,2015,w,1,15,29,695,50,NA,NA,NA,NA,1,1,0,1,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,5,68,NA,NA,NA,NA,NA,1,1,0,0,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,10,201,30.5,NA,NA,NA,NA,1,1,0,0,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,15,466,42,NA,NA,NA,NA,1,1,0,0,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,21,557,43.5,NA,NA,NA,NA,1,1,0,0,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,25,655,46,NA,NA,NA,NA,1,1,0,0,b,15
130b15,130,blue,1,1,4,3,m,2015,w,0,13,30,586,45,NA,NA,NA,NA,1,1,0,0,b,15
19b15,19,blue,0,1,4,3,m,2015,w,0,21,1,28,NA,NA,NA,NA,NA,1,1,0,0,b,15
19b15,19,blue,0,1,4,3,m,2015,w,0,21,6,88,19,NA,NA,NA,NA,1,1,0,0,b,15
19b15,19,blue,0,1,4,3,m,2015,w,0,21,15,262,37,NA,NA,NA,NA,1,1,0,0,b,15
19b15,19,blue,0,1,4,3,m,2015,w,0,21,25,548,44,NA,NA,NA,NA,1,1,0,0,b,15
19b15,19,blue,0,1,4,3,m,2015,w,0,21,29,592,45,NA,NA,NA,NA,1,1,0,0,b,15
67b15,67,blue,0,0,4,3,u,2015,w,0,14,5,64,19,NA,NA,NA,NA,0,0,0,0,b,15
67b15,67,blue,0,0,4,3,u,2015,w,0,14,10,140,27,NA,NA,NA,NA,1,1,0,0,b,15
35b15,35,blue,0,0,4,3,u,2015,w,0,18,5,60,16.5,NA,NA,NA,NA,1,1,0,0,b,15
53bk15,53,black,0,0,4,4,u,2015,w,5,22,5,70,19.5,NA,NA,NA,NA,1,1,1,1,bk,15
53bk15,53,black,0,0,4,4,u,2015,w,5,22,9,166,27,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,3,30,NA,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,8,59,19.5,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,13,184,37,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,19,378,38,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,23,552,44,NA,NA,NA,NA,1,1,1,1,bk,15
130bk15,130,black,1,1,4,4,m,2015,w,2,15,28,514,NA,NA,NA,NA,NA,1,1,1,1,bk,15
67bk15,67,black,0,0,4,4,u,2015,w,1,15,4,47,15.8,NA,NA,NA,NA,1,1,1,1,bk,15
19bk15,19,black,0,0,4,4, unk,2015,w,0,21,6,44,16,NA,NA,NA,NA,1,1,1,1,bk,15
35bk15,35,black,0,0,4,4,u,2015,w,0,18,2,30,14,NA,NA,NA,NA,1,1,1,1,bk,15
1r16,1,red,1,1,4,1,m,2016,,0,16,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1r16,1,red,1,1,4,1,m,2016,,0,22,8,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1r16,1,red,1,1,4,1,m,2016,,0,27,13,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1r16,1,red,1,1,4,1,m,2016,,0,1,18,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1r16,1,red,1,1,4,1,m,2016,,0,6,23,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1r16,1,red,1,1,4,1,m,2016,,0,11,28,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,8,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,13,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,18,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,23,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1b16,1,blue,1,1,4,2,m,2016,,0,NA,28,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,7,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,12,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,17,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,22,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
1g16,1,green,1,1,4,3,m,2016,,1,NA,27,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,9,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,14,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,19,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,23,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
3r16,3,red,1,1,3,1,f,2016,,0,NA,28,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,5,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,10,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,15,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,21,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,26,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4r16,4,red,1,1,2,1,f,2016,,0,NA,31,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,8,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,13,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,19,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,24,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
4b16,4,blue,1,1,2,2,m,2016,,2,NA,29,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,7,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,11,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,17,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,21,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,28,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8r16,8,red,0,1,3,1,f,2016,,0,NA,31,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,6,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,10,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,16,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,20,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,27,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8b16,8,blue,0,1,3,2,f,2016,,1,NA,30,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,6,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,10,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,16,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,20,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,27,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
8g16,8,green,0,1,3,3,f,2016,,1,NA,30,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,5,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,10,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,15,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,20,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,26,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15r16,15,red,0,1,3,1,m,2016,,0,NA,30,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,10,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,15,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,20,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,26,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
15b16,15,blue,0,1,3,2,f,2016,,0,NA,30,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,6,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,11,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,17,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,21,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,26,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
19r16,19,red,0,1,4,1,m,2016,,0,NA,31,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,4,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,9,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,14,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,19,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,23,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23r16,23,red,1,1,3,1,f,2016,,0,NA,28,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,4,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,9,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,14,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,19,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,23,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23b16,23,blue,1,1,3,2,f,2016,,0,NA,28,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,7,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,12,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,17,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,21,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
23g16,23,green,1,1,3,3,f,2016,,2,NA,26,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,4,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,9,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,15,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,19,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,25,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31r16,31,red,1,1,3,1,f,2016,,0,NA,30,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,4,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,9,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,15,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,19,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,25,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
31b16,31,blue,1,1,3,2,f,2016,,0,NA,30,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,5,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,10,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,15,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,20,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,24,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41r16,41,red,0,1,3,1,m,2016,,0,NA,29,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,r,16
41b16,41,blue,0,1,3,2,f,2016,,1,NA,4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
41b16,41,blue,0,1,3,2,f,2016,,1,NA,9,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
41b16,41,blue,0,1,3,2,f,2016,,1,NA,14,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
41b16,41,blue,0,1,3,2,f,2016,,1,NA,19,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,16
