"","ind","nest","chick","sex","year","age","weight","hatch_day"
"1543","100g14",100,"green","m",2014,31,595,2014-07-10
"1544","100g14",100,"green","m",2014,26,544,2014-07-10
"1545","100g14",100,"green","m",2014,23,534,2014-07-10
"1546","100g14",100,"green","m",2014,14,369,2014-07-10
"1547","100g14",100,"green","m",2014,8,163,2014-07-10
"1548","100g14",100,"green","m",2014,4,52,2014-07-10
"1549","100r14",100,"red","f",2014,30,831,2014-07-11
"1550","100r14",100,"red","f",2014,25,741,2014-07-11
"1551","100r14",100,"red","f",2014,22,671,2014-07-11
"1552","100r14",100,"red","f",2014,13,400,2014-07-11
"1553","100r14",100,"red","f",2014,7,157,2014-07-11
"1554","100r14",100,"red","f",2014,3,48,2014-07-11
"1555","100bk14",100,"black","f",2014,29,860,2014-07-12
"1556","100bk14",100,"black","f",2014,24,736,2014-07-12
"1557","100bk14",100,"black","f",2014,21,649,2014-07-12
"1558","100bk14",100,"black","f",2014,12,359,2014-07-12
"1559","100bk14",100,"black","f",2014,6,116,2014-07-12
"1560","100bk14",100,"black","f",2014,2,32,2014-07-12
"1561","119b14",119,"blue","f",2014,32,652,2014-07-13
"1562","119b14",119,"blue","f",2014,28,596,2014-07-13
"1563","119b14",119,"blue","f",2014,20,590,2014-07-13
"1564","119b14",119,"blue","f",2014,15,478,2014-07-13
"1565","119b14",119,"blue","f",2014,10,215,2014-07-13
"1566","119b14",119,"blue","f",2014,5,63,2014-07-13
"1567","119g14",119,"green","m",2014,27,500,2014-07-14
"1568","119g14",119,"green","m",2014,19,520,2014-07-14
"1569","119g14",119,"green","m",2014,14,410,2014-07-14
"1570","119g14",119,"green","m",2014,9,174,2014-07-14
"1571","119g14",119,"green","m",2014,4,49,2014-07-14
"1572","119r14",119,"red","m",2014,25,329,2014-07-16
"1573","119r14",119,"red","m",2014,17,379,2014-07-16
"1574","119r14",119,"red","m",2014,12,298,2014-07-16
"1575","119r14",119,"red","m",2014,7,121,2014-07-16
"1576","119r14",119,"red","m",2014,2,39,2014-07-16
"1577","12b14",12,"blue",NA,2014,1,40,2014-07-09
"1578","12b14",12,"blue",NA,2014,5,101,2014-07-09
"1579","12b14",12,"blue",NA,2014,10,311,2014-07-09
"1580","12b14",12,"blue",NA,2014,15,535,2014-07-09
"1581","12b14",12,"blue",NA,2014,20,779,2014-07-09
"1582","12b14",12,"blue",NA,2014,25,770,2014-07-09
"1583","12b14",12,"blue",NA,2014,33,816,2014-07-09
"1584","12g14",12,"green",NA,2014,0,36,2014-07-10
"1585","12g14",12,"green",NA,2014,4,86,2014-07-10
"1586","12g14",12,"green",NA,2014,9,264,2014-07-10
"1587","12g14",12,"green",NA,2014,14,435,2014-07-10
"1588","12g14",12,"green",NA,2014,19,678,2014-07-10
"1589","12g14",12,"green",NA,2014,24,703,2014-07-10
"1590","12g14",12,"green",NA,2014,32,737,2014-07-10
"1591","12r14",12,"red",NA,2014,3,42,2014-07-11
"1592","12bk14",12,"black",NA,2014,3,38,2014-07-11
"1593","12bk14",12,"black",NA,2014,7,56,2014-07-11
"1594","28g14",28,"green",NA,2014,4,76,2014-07-11
"1595","28g14",28,"green",NA,2014,9,103,2014-07-11
"1596","28g14",28,"green",NA,2014,14,190,2014-07-11
"1597","28g14",28,"green",NA,2014,19,285,2014-07-11
"1598","28bk14",28,"black",NA,2014,1,34,2014-07-15
"1599","28bk14",28,"black",NA,2014,5,64,2014-07-15
"1600","28bk14",28,"black",NA,2014,10,94,2014-07-15
"1601","33g14",33,"green",NA,2014,2,45,2014-07-11
"1602","33g14",33,"green",NA,2014,3,100,2014-07-11
"1603","33g14",33,"green",NA,2014,8,260,2014-07-11
"1604","33g14",33,"green",NA,2014,13,487,2014-07-11
"1605","33g14",33,"green",NA,2014,18,605,2014-07-11
"1606","33g14",33,"green",NA,2014,25,456,2014-07-11
